sample_id,network,topology_id,split,converged,fold
2535,case33bw,52,test,1,-1
2536,case33bw,41,calibration,1,-1
2537,case33bw,31,train,1,2
2538,case33bw,23,train,1,0
2539,case33bw,42,calibration,1,-1
2540,case33bw,18,train,1,0
2541,case33bw,45,train,1,0
2542,case33bw,22,test,1,-1
2543,case33bw,19,test,1,-1
2544,case33bw,20,selection,1,-1
2545,case33bw,43,calibration,1,-1
2546,case33bw,55,train,1,1
2547,case33bw,50,train,1,0
2548,case33bw,8,selection,1,-1
2549,case33bw,43,calibration,1,-1
2550,case33bw,41,calibration,1,-1
2551,case33bw,29,calibration,1,-1
2552,case33bw,35,train,1,2
2553,case33bw,32,train,1,0
2554,case33bw,5,test,1,-1
2555,case33bw,4,selection,1,-1
2556,case33bw,47,train,1,2
2557,case33bw,1,train,1,1
2558,case33bw,10,train,1,1
2559,case33bw,23,train,1,0
2560,case33bw,40,train,1,1
2561,case33bw,26,train,1,0
2562,case33bw,13,train,1,1
2563,case33bw,54,train,1,2
2564,case33bw,52,test,1,-1
2565,case33bw,26,train,1,0
2566,case33bw,48,train,1,0
2567,case33bw,55,train,1,1
2568,case33bw,6,train,1,1
2569,case33bw,40,train,1,1
2570,case33bw,2,train,1,0
2571,case33bw,26,train,1,0
2572,case33bw,6,train,1,1
2573,case33bw,52,test,1,-1
2574,case33bw,16,test,1,-1
2575,case33bw,32,train,1,0
2576,case33bw,43,calibration,1,-1
2577,case33bw,15,selection,1,-1
2578,case33bw,39,test,1,-1
2579,case33bw,34,train,1,2
2580,case33bw,55,train,1,1
2581,case33bw,25,test,1,-1
2582,case33bw,25,test,1,-1
2583,case33bw,46,train,1,1
2584,case33bw,48,train,1,0
2585,case33bw,38,train,1,1
2586,case33bw,56,train,1,1
2587,case33bw,5,test,1,-1
2588,case33bw,17,test,1,-1
2589,case33bw,2,train,1,0
2590,case33bw,35,train,1,2
2591,case33bw,11,calibration,1,-1
2592,case33bw,37,train,1,2
2593,case33bw,34,train,1,2
2594,case33bw,41,calibration,1,-1
2595,case33bw,4,selection,1,-1
2596,case33bw,1,train,1,1
2597,case33bw,24,train,1,2
2598,case33bw,11,calibration,1,-1
2599,case33bw,33,calibration,1,-1
2600,case33bw,36,calibration,1,-1
2601,case33bw,49,train,1,0
2602,case33bw,56,train,1,1
2603,case33bw,47,train,1,2
2604,case33bw,32,train,1,0
2605,case33bw,6,train,1,1
2606,case33bw,8,selection,1,-1
2607,case33bw,58,test,1,-1
2608,case33bw,30,train,1,2
2609,case33bw,19,test,1,-1
2610,case33bw,8,selection,1,-1
2611,case33bw,37,train,1,2
2612,case33bw,31,train,1,2
2613,case33bw,8,selection,1,-1
2614,case33bw,20,selection,1,-1
2615,case33bw,37,train,1,2
2616,case33bw,11,calibration,1,-1
2617,case33bw,19,test,1,-1
2618,case33bw,31,train,1,2
2619,case33bw,40,train,1,1
2620,case33bw,36,calibration,1,-1
2621,case33bw,2,train,1,0
2622,case33bw,20,selection,1,-1
2623,case33bw,3,train,1,1
2624,case33bw,26,train,1,0
2625,case33bw,16,test,1,-1
2626,case33bw,1,train,1,1
2627,case33bw,46,train,1,1
2628,case33bw,4,selection,1,-1
2629,case33bw,32,train,1,0
2630,case33bw,21,train,1,0
2631,case33bw,48,train,1,0
2632,case33bw,44,selection,1,-1
2633,case33bw,1,train,1,1
2634,case33bw,8,selection,1,-1
2635,case33bw,17,test,1,-1
2636,case33bw,46,train,1,1
2637,case33bw,52,test,1,-1
2638,case33bw,48,train,1,0
2639,case33bw,8,selection,1,-1
2640,case33bw,34,train,1,2
2641,case33bw,16,test,1,-1
2642,case33bw,27,calibration,1,-1
2643,case33bw,42,calibration,1,-1
2644,case33bw,25,test,1,-1
2645,case33bw,54,train,1,2
2646,case33bw,15,selection,1,-1
2647,case33bw,44,selection,1,-1
2648,case33bw,27,calibration,1,-1
2649,case33bw,32,train,1,0
2650,case33bw,6,train,1,1
2651,case33bw,19,test,1,-1
2652,case33bw,30,train,1,2
2653,case33bw,49,train,1,0
2654,case33bw,25,test,1,-1
2655,case33bw,36,calibration,1,-1
2656,case33bw,39,test,1,-1
2657,case33bw,9,train,1,2
2658,case33bw,6,train,1,1
2659,case33bw,31,train,1,2
2660,case33bw,14,train,1,1
2661,case33bw,59,selection,1,-1
2662,case33bw,33,calibration,1,-1
2663,case33bw,56,train,1,1
2664,case33bw,26,train,1,0
2665,case33bw,20,selection,1,-1
2666,case33bw,10,train,1,1
2667,case33bw,37,train,1,2
2668,case33bw,27,calibration,1,-1
2669,case33bw,0,train,1,0
2670,case33bw,28,calibration,1,-1
2671,case33bw,28,calibration,1,-1
2672,case33bw,36,calibration,1,-1
2673,case33bw,58,test,1,-1
2674,case33bw,29,calibration,1,-1
2675,case33bw,56,train,1,1
2676,case33bw,59,selection,1,-1
2677,case33bw,40,train,1,1
2678,case33bw,43,calibration,1,-1
2679,case33bw,14,train,1,1
2680,case33bw,9,train,1,2
2681,case33bw,56,train,1,1
2682,case33bw,36,calibration,1,-1
2683,case33bw,53,selection,1,-1
2684,case33bw,54,train,1,2
2685,case33bw,19,test,1,-1
2686,case33bw,22,test,1,-1
2687,case33bw,1,train,1,1
2688,case33bw,1,train,1,1
2689,case33bw,12,selection,1,-1
2690,case33bw,0,train,1,0
2691,case33bw,15,selection,1,-1
2692,case33bw,27,calibration,1,-1
2693,case33bw,20,selection,1,-1
2694,case33bw,27,calibration,1,-1
2695,case33bw,30,train,1,2
2696,case33bw,10,train,1,1
2697,case33bw,14,train,1,1
2698,case33bw,30,train,1,2
2699,case33bw,2,train,1,0
2700,case33bw,12,selection,1,-1
2701,case33bw,19,test,1,-1
2702,case33bw,36,calibration,1,-1
2703,case33bw,12,selection,1,-1
2704,case33bw,52,test,1,-1
2705,case33bw,59,selection,1,-1
2706,case33bw,6,train,1,1
2707,case33bw,49,train,1,0
2708,case33bw,8,selection,1,-1
2709,case33bw,21,train,1,0
2710,case33bw,1,train,1,1
2711,case33bw,20,selection,1,-1
2712,case33bw,35,train,1,2
2713,case33bw,4,selection,1,-1
2714,case33bw,30,train,1,2
2715,case33bw,30,train,1,2
2716,case33bw,39,test,1,-1
2717,case33bw,52,test,1,-1
2718,case33bw,0,train,1,0
2719,case33bw,5,test,1,-1
2720,case33bw,8,selection,1,-1
2721,case33bw,15,selection,1,-1
2722,case33bw,10,train,1,1
2723,case33bw,11,calibration,1,-1
2724,case33bw,14,train,1,1
2725,case33bw,30,train,1,2
2726,case33bw,35,train,1,2
2727,case33bw,58,test,1,-1
2728,case33bw,46,train,1,1
2729,case33bw,22,test,1,-1
2730,case33bw,53,selection,1,-1
2731,case33bw,7,selection,1,-1
2732,case33bw,0,train,1,0
2733,case33bw,8,selection,1,-1
2734,case33bw,21,train,1,0
2735,case33bw,20,selection,1,-1
2736,case33bw,10,train,1,1
2737,case33bw,54,train,1,2
2738,case33bw,26,train,1,0
2739,case33bw,24,train,1,2
2740,case33bw,12,selection,1,-1
2741,case33bw,27,calibration,1,-1
2742,case33bw,52,test,1,-1
2743,case33bw,13,train,1,1
2744,case33bw,26,train,1,0
2745,case33bw,30,train,1,2
2746,case33bw,1,train,1,1
2747,case33bw,30,train,1,2
2748,case33bw,31,train,1,2
2749,case33bw,47,train,1,2
2750,case33bw,52,test,1,-1
2751,case33bw,38,train,1,1
2752,case33bw,7,selection,1,-1
2753,case33bw,44,selection,1,-1
2754,case33bw,53,selection,1,-1
2755,case33bw,36,calibration,1,-1
2756,case33bw,30,train,1,2
2757,case33bw,11,calibration,1,-1
2758,case33bw,26,train,1,0
2759,case33bw,6,train,1,1
2760,case33bw,44,selection,1,-1
2761,case33bw,54,train,1,2
2762,case33bw,31,train,1,2
2763,case33bw,0,train,1,0
2764,case33bw,36,calibration,1,-1
2765,case33bw,31,train,1,2
2766,case33bw,54,train,1,2
2767,case33bw,6,train,1,1
2768,case33bw,27,calibration,1,-1
2769,case33bw,45,train,1,0
2770,case33bw,27,calibration,1,-1
2771,case33bw,38,train,1,1
2772,case33bw,55,train,1,1
2773,case33bw,36,calibration,1,-1
2774,case33bw,51,train,1,2
2775,case33bw,26,train,1,0
2776,case33bw,18,train,1,0
2777,case33bw,29,calibration,1,-1
2778,case33bw,47,train,1,2
2779,case33bw,58,test,1,-1
2780,case33bw,35,train,1,2
2781,case33bw,9,train,1,2
2782,case33bw,43,calibration,1,-1
2783,case33bw,12,selection,1,-1
2784,case33bw,22,test,1,-1
2785,case33bw,40,train,1,1
2786,case33bw,19,test,1,-1
2787,case33bw,34,train,1,2
2788,case33bw,7,selection,1,-1
2789,case33bw,21,train,1,0
2790,case33bw,36,calibration,1,-1
2791,case33bw,35,train,1,2
2792,case33bw,40,train,1,1
2793,case33bw,9,train,1,2
2794,case33bw,21,train,1,0
2795,case33bw,15,selection,1,-1
2796,case33bw,0,train,1,0
2797,case33bw,19,test,1,-1
2798,case33bw,17,test,1,-1
2799,case33bw,26,train,1,0
2800,case33bw,24,train,1,2
2801,case33bw,0,train,1,0
2802,case33bw,20,selection,1,-1
2803,case33bw,46,train,1,1
2804,case33bw,38,train,1,1
2805,case33bw,24,train,1,2
2806,case33bw,2,train,1,0
2807,case33bw,38,train,1,1
2808,case33bw,11,calibration,1,-1
2809,case33bw,30,train,1,2
2810,case33bw,5,test,1,-1
2811,case33bw,53,selection,1,-1
2812,case33bw,20,selection,1,-1
2813,case33bw,37,train,1,2
2814,case33bw,48,train,1,0
2815,case33bw,49,train,1,0
2816,case33bw,15,selection,1,-1
2817,case33bw,59,selection,1,-1
2818,case33bw,1,train,1,1
2819,case33bw,45,train,1,0
2820,case33bw,29,calibration,1,-1
2821,case33bw,30,train,1,2
2822,case33bw,16,test,1,-1
2823,case33bw,28,calibration,1,-1
2824,case33bw,45,train,1,0
2825,case33bw,42,calibration,1,-1
2826,case33bw,33,calibration,1,-1
2827,case33bw,54,train,1,2
2828,case33bw,49,train,1,0
2829,case33bw,1,train,1,1
2830,case33bw,41,calibration,1,-1
2831,case33bw,5,test,1,-1
2832,case33bw,9,train,1,2
2833,case33bw,24,train,1,2
2834,case33bw,8,selection,1,-1
2835,case33bw,38,train,1,1
2836,case33bw,11,calibration,1,-1
2837,case33bw,30,train,1,2
2838,case33bw,40,train,1,1
2839,case33bw,56,train,1,1
2840,case33bw,10,train,1,1
2841,case33bw,10,train,1,1
2842,case33bw,51,train,1,2
2843,case33bw,3,train,1,1
2844,case33bw,0,train,1,0
2845,case33bw,41,calibration,1,-1
2846,case33bw,39,test,1,-1
2847,case33bw,35,train,1,2
2848,case33bw,8,selection,1,-1
2849,case33bw,16,test,1,-1
2850,case33bw,25,test,1,-1
2851,case33bw,14,train,1,1
2852,case33bw,50,train,1,0
2853,case33bw,23,train,1,0
2854,case33bw,18,train,1,0
2855,case33bw,41,calibration,1,-1
2856,case33bw,55,train,1,1
2857,case33bw,30,train,1,2
2858,case33bw,9,train,1,2
2859,case33bw,37,train,1,2
2860,case33bw,52,test,1,-1
2861,case33bw,39,test,1,-1
2862,case33bw,49,train,1,0
2863,case33bw,13,train,1,1
2864,case33bw,13,train,1,1
2865,case33bw,43,calibration,1,-1
2866,case33bw,47,train,1,2
2867,case33bw,11,calibration,1,-1
2868,case33bw,51,train,1,2
2869,case33bw,13,train,1,1
2870,case33bw,8,selection,1,-1
2871,case33bw,30,train,1,2
2872,case33bw,5,test,1,-1
2873,case33bw,38,train,1,1
2874,case33bw,1,train,1,1
2875,case33bw,32,train,1,0
2876,case33bw,3,train,1,1
2877,case33bw,10,train,1,1
2878,case33bw,46,train,1,1
2879,case33bw,4,selection,1,-1
2880,case33bw,22,test,1,-1
2881,case33bw,30,train,1,2
2882,case33bw,57,train,1,2
2883,case33bw,43,calibration,1,-1
2884,case33bw,57,train,1,2
2885,case33bw,21,train,1,0
2886,case33bw,59,selection,1,-1
2887,case33bw,36,calibration,1,-1
2888,case33bw,50,train,1,0
2889,case33bw,26,train,1,0
2890,case33bw,34,train,1,2
2891,case33bw,33,calibration,1,-1
2892,case33bw,4,selection,1,-1
2893,case33bw,33,calibration,1,-1
2894,case33bw,24,train,1,2
2895,case33bw,4,selection,1,-1
2896,case33bw,19,test,1,-1
2897,case33bw,57,train,1,2
2898,case33bw,1,train,1,1
2899,case33bw,5,test,1,-1
2900,case33bw,39,test,1,-1
2901,case33bw,37,train,1,2
2902,case33bw,31,train,1,2
2903,case33bw,39,test,1,-1
2904,case33bw,28,calibration,1,-1
2905,case33bw,33,calibration,1,-1
2906,case33bw,39,test,1,-1
2907,case33bw,25,test,1,-1
2908,case33bw,45,train,1,0
2909,case33bw,59,selection,1,-1
2910,case33bw,55,train,1,1
2911,case33bw,24,train,1,2
2912,case33bw,8,selection,1,-1
2913,case33bw,8,selection,1,-1
2914,case33bw,17,test,1,-1
2915,case33bw,59,selection,1,-1
2916,case33bw,8,selection,1,-1
2917,case33bw,38,train,1,1
2918,case33bw,13,train,1,1
2919,case33bw,3,train,1,1
2920,case33bw,59,selection,1,-1
2921,case33bw,21,train,1,0
2922,case33bw,54,train,1,2
2923,case33bw,52,test,1,-1
2924,case33bw,45,train,1,0
2925,case33bw,27,calibration,1,-1
2926,case33bw,57,train,1,2
2927,case33bw,9,train,1,2
2928,case33bw,50,train,1,0
2929,case33bw,37,train,1,2
2930,case33bw,20,selection,1,-1
2931,case33bw,50,train,1,0
2932,case33bw,3,train,1,1
2933,case33bw,14,train,1,1
2934,case33bw,0,train,1,0
2935,case33bw,40,train,1,1
2936,case33bw,2,train,1,0
2937,case33bw,21,train,1,0
2938,case33bw,5,test,0,-1
2939,case33bw,42,calibration,1,-1
2940,case33bw,6,train,1,1
2941,case33bw,8,selection,1,-1
2942,case33bw,53,selection,1,-1
2943,case33bw,6,train,1,1
2944,case33bw,16,test,1,-1
2945,case33bw,13,train,1,1
2946,case33bw,44,selection,1,-1
2947,case33bw,17,test,1,-1
2948,case33bw,18,train,1,0
2949,case33bw,58,test,1,-1
2950,case33bw,55,train,1,1
2951,case33bw,54,train,1,2
2952,case33bw,54,train,1,2
2953,case33bw,15,selection,1,-1
2954,case33bw,59,selection,1,-1
2955,case33bw,17,test,1,-1
2956,case33bw,59,selection,1,-1
2957,case33bw,55,train,1,1
2958,case33bw,52,test,1,-1
2959,case33bw,47,train,1,2
2960,case33bw,15,selection,1,-1
2961,case33bw,54,train,1,2
2962,case33bw,46,train,1,1
2963,case33bw,43,calibration,1,-1
2964,case33bw,27,calibration,1,-1
2965,case33bw,37,train,1,2
2966,case33bw,10,train,1,1
2967,case33bw,2,train,1,0
2968,case33bw,2,train,1,0
2969,case33bw,18,train,1,0
2970,case33bw,24,train,1,2
2971,case33bw,4,selection,1,-1
2972,case33bw,42,calibration,1,-1
2973,case33bw,2,train,1,0
2974,case33bw,56,train,1,1
2975,case33bw,2,train,1,0
2976,case33bw,4,selection,1,-1
2977,case33bw,35,train,1,2
2978,case33bw,59,selection,1,-1
2979,case33bw,8,selection,1,-1
2980,case33bw,26,train,1,0
2981,case33bw,59,selection,1,-1
2982,case33bw,40,train,1,1
2983,case33bw,16,test,1,-1
2984,case33bw,46,train,1,1
2985,case33bw,49,train,1,0
2986,case33bw,7,selection,1,-1
2987,case33bw,31,train,1,2
2988,case33bw,32,train,1,0
2989,case33bw,43,calibration,1,-1
2990,case33bw,58,test,1,-1
2991,case33bw,52,test,1,-1
2992,case33bw,23,train,1,0
2993,case33bw,31,train,1,2
2994,case33bw,47,train,1,2
2995,case33bw,49,train,1,0
2996,case33bw,26,train,1,0
2997,case33bw,7,selection,1,-1
2998,case33bw,25,test,1,-1
2999,case33bw,9,train,1,2
3000,case33bw,13,train,1,1
3001,case33bw,51,train,1,2
3002,case33bw,49,train,1,0
3003,case33bw,56,train,1,1
3004,case33bw,58,test,1,-1
3005,case33bw,57,train,1,2
3006,case33bw,38,train,1,1
3007,case33bw,37,train,1,2
3008,case33bw,59,selection,1,-1
3009,case33bw,51,train,1,2
3010,case33bw,30,train,1,2
3011,case33bw,30,train,1,2
3012,case33bw,42,calibration,1,-1
3013,case33bw,17,test,1,-1
3014,case33bw,19,test,1,-1
3015,case33bw,18,train,1,0
3016,case33bw,37,train,1,2
3017,case33bw,57,train,1,2
3018,case33bw,21,train,1,0
3019,case33bw,59,selection,1,-1
3020,case33bw,21,train,1,0
3021,case33bw,59,selection,1,-1
3022,case33bw,51,train,1,2
3023,case33bw,4,selection,1,-1
3024,case33bw,52,test,1,-1
3025,case33bw,14,train,1,1
3026,case33bw,23,train,1,0
3027,case33bw,16,test,1,-1
3028,case33bw,18,train,1,0
3029,case33bw,1,train,1,1
3030,case33bw,24,train,1,2
3031,case33bw,40,train,1,1
3032,case33bw,48,train,1,0
3033,case33bw,52,test,1,-1
3034,case33bw,42,calibration,1,-1
3035,case33bw,24,train,1,2
3036,case33bw,41,calibration,1,-1
3037,case33bw,25,test,1,-1
3038,case33bw,11,calibration,1,-1
3039,case33bw,10,train,1,1
3040,case33bw,51,train,1,2
3041,case33bw,36,calibration,1,-1
3042,case33bw,17,test,1,-1
3043,case33bw,49,train,1,0
3044,case33bw,28,calibration,1,-1
3045,case33bw,41,calibration,1,-1
3046,case33bw,49,train,1,0
3047,case33bw,26,train,1,0
3048,case33bw,1,train,1,1
3049,case33bw,43,calibration,1,-1
3050,case33bw,42,calibration,1,-1
3051,case33bw,52,test,1,-1
3052,case33bw,21,train,1,0
3053,case33bw,55,train,1,1
3054,case33bw,8,selection,1,-1
3055,case33bw,22,test,1,-1
3056,case33bw,17,test,1,-1
3057,case33bw,42,calibration,1,-1
3058,case33bw,32,train,1,0
3059,case33bw,21,train,1,0
3060,case33bw,23,train,1,0
3061,case33bw,37,train,1,2
3062,case33bw,16,test,1,-1
3063,case33bw,39,test,1,-1
3064,case33bw,55,train,1,1
3065,case33bw,25,test,1,-1
3066,case33bw,20,selection,1,-1
3067,case33bw,9,train,1,2
3068,case33bw,30,train,1,2
3069,case33bw,22,test,1,-1
3070,case33bw,27,calibration,1,-1
3071,case33bw,53,selection,1,-1
3072,case33bw,21,train,1,0
3073,case33bw,13,train,1,1
3074,case33bw,59,selection,1,-1
3075,case33bw,55,train,1,1
3076,case33bw,42,calibration,1,-1
3077,case33bw,59,selection,1,-1
3078,case33bw,41,calibration,1,-1
3079,case33bw,14,train,1,1
3080,case33bw,44,selection,1,-1
3081,case33bw,23,train,1,0
3082,case33bw,9,train,1,2
3083,case33bw,25,test,1,-1
3084,case33bw,44,selection,1,-1
3085,case33bw,53,selection,1,-1
3086,case33bw,44,selection,1,-1
3087,case33bw,30,train,1,2
3088,case33bw,21,train,1,0
3089,case33bw,59,selection,1,-1
3090,case33bw,44,selection,1,-1
3091,case33bw,30,train,1,2
3092,case33bw,13,train,1,1
3093,case33bw,15,selection,1,-1
3094,case33bw,43,calibration,1,-1
3095,case33bw,27,calibration,1,-1
3096,case33bw,4,selection,1,-1
3097,case33bw,26,train,1,0
3098,case33bw,56,train,1,1
3099,case33bw,20,selection,1,-1
3100,case33bw,20,selection,1,-1
3101,case33bw,57,train,1,2
3102,case33bw,9,train,1,2
3103,case33bw,56,train,1,1
3104,case33bw,45,train,1,0
3105,case33bw,11,calibration,1,-1
3106,case33bw,40,train,1,1
3107,case33bw,41,calibration,1,-1
3108,case33bw,39,test,1,-1
3109,case33bw,46,train,1,1
3110,case33bw,9,train,1,2
3111,case33bw,30,train,1,2
3112,case33bw,16,test,1,-1
3113,case33bw,9,train,1,2
3114,case33bw,26,train,1,0
3115,case33bw,36,calibration,1,-1
3116,case33bw,21,train,1,0
3117,case33bw,44,selection,1,-1
3118,case33bw,53,selection,1,-1
3119,case33bw,43,calibration,1,-1
3120,case33bw,33,calibration,1,-1
3121,case33bw,32,train,1,0
3122,case33bw,41,calibration,1,-1
3123,case33bw,20,selection,1,-1
3124,case33bw,10,train,1,1
3125,case33bw,40,train,1,1
3126,case33bw,29,calibration,1,-1
3127,case33bw,50,train,1,0
3128,case33bw,25,test,1,-1
3129,case33bw,8,selection,1,-1
3130,case33bw,47,train,1,2
3131,case33bw,14,train,1,1
3132,case33bw,8,selection,1,-1
3133,case33bw,25,test,1,-1
3134,case33bw,45,train,1,0
3135,case33bw,49,train,1,0
3136,case33bw,18,train,1,0
3137,case33bw,7,selection,1,-1
3138,case33bw,34,train,1,2
3139,case33bw,18,train,1,0
3140,case33bw,36,calibration,1,-1
3141,case33bw,34,train,1,2
3142,case33bw,13,train,1,1
3143,case33bw,40,train,1,1
3144,case33bw,11,calibration,1,-1
3145,case33bw,33,calibration,1,-1
3146,case33bw,53,selection,1,-1
3147,case33bw,10,train,1,1
3148,case33bw,5,test,1,-1
3149,case33bw,52,test,1,-1
3150,case33bw,31,train,1,2
3151,case33bw,48,train,1,0
3152,case33bw,31,train,1,2
3153,case33bw,9,train,1,2
3154,case33bw,0,train,1,0
3155,case33bw,20,selection,1,-1
3156,case33bw,52,test,1,-1
3157,case33bw,19,test,1,-1
3158,case33bw,24,train,1,2
3159,case33bw,18,train,1,0
3160,case33bw,17,test,1,-1
3161,case33bw,6,train,1,1
3162,case33bw,16,test,1,-1
3163,case33bw,48,train,1,0
3164,case33bw,14,train,1,1
3165,case33bw,5,test,0,-1
3166,case33bw,28,calibration,1,-1
3167,case33bw,12,selection,1,-1
3168,case33bw,43,calibration,1,-1
3169,case33bw,51,train,1,2
3170,case33bw,56,train,1,1
3171,case33bw,14,train,1,1
3172,case33bw,4,selection,1,-1
3173,case33bw,30,train,1,2
3174,case33bw,33,calibration,1,-1
3175,case33bw,59,selection,1,-1
3176,case33bw,51,train,1,2
3177,case33bw,2,train,1,0
3178,case33bw,40,train,1,1
3179,case33bw,36,calibration,1,-1
3180,case33bw,11,calibration,1,-1
3181,case33bw,17,test,1,-1
3182,case33bw,32,train,1,0
3183,case33bw,58,test,1,-1
3184,case33bw,28,calibration,1,-1
3185,case33bw,10,train,1,1
3186,case33bw,18,train,1,0
3187,case33bw,37,train,1,2
3188,case33bw,55,train,1,1
3189,case33bw,54,train,1,2
3190,case33bw,11,calibration,1,-1
3191,case33bw,7,selection,1,-1
3192,case33bw,41,calibration,1,-1
3193,case33bw,47,train,1,2
3194,case33bw,4,selection,1,-1
3195,case33bw,47,train,1,2
3196,case33bw,2,train,1,0
3197,case33bw,16,test,1,-1
3198,case33bw,46,train,1,1
3199,case33bw,53,selection,1,-1
3200,case33bw,26,train,1,0
3201,case33bw,49,train,1,0
3202,case33bw,59,selection,1,-1
3203,case33bw,31,train,1,2
3204,case33bw,13,train,1,1
3205,case33bw,11,calibration,1,-1
3206,case33bw,8,selection,1,-1
3207,case33bw,36,calibration,1,-1
3208,case33bw,23,train,1,0
3209,case33bw,45,train,1,0
3210,case33bw,59,selection,1,-1
3211,case33bw,33,calibration,1,-1
3212,case33bw,16,test,1,-1
3213,case33bw,51,train,1,2
3214,case33bw,20,selection,1,-1
3215,case33bw,36,calibration,1,-1
3216,case33bw,49,train,1,0
3217,case33bw,54,train,1,2
3218,case33bw,51,train,1,2
3219,case33bw,45,train,1,0
3220,case33bw,55,train,1,1
3221,case33bw,32,train,1,0
3222,case33bw,50,train,1,0
3223,case33bw,33,calibration,1,-1
3224,case33bw,8,selection,1,-1
3225,case33bw,35,train,1,2
3226,case33bw,54,train,1,2
3227,case33bw,51,train,1,2
3228,case33bw,0,train,1,0
3229,case33bw,3,train,1,1
3230,case33bw,20,selection,1,-1
3231,case33bw,43,calibration,1,-1
3232,case33bw,47,train,1,2
3233,case33bw,3,train,1,1
3234,case33bw,8,selection,1,-1
3235,case33bw,39,test,1,-1
3236,case33bw,33,calibration,1,-1
3237,case33bw,23,train,1,0
3238,case33bw,27,calibration,1,-1
3239,case33bw,21,train,1,0
3240,case33bw,6,train,1,1
3241,case33bw,55,train,1,1
3242,case33bw,21,train,1,0
3243,case33bw,52,test,1,-1
3244,case33bw,37,train,1,2
3245,case33bw,6,train,1,1
3246,case33bw,29,calibration,1,-1
3247,case33bw,50,train,1,0
3248,case33bw,32,train,1,0
3249,case33bw,53,selection,1,-1
3250,case33bw,42,calibration,1,-1
3251,case33bw,33,calibration,1,-1
3252,case33bw,14,train,1,1
3253,case33bw,4,selection,1,-1
3254,case33bw,33,calibration,1,-1
3255,case33bw,41,calibration,1,-1
3256,case33bw,11,calibration,1,-1
3257,case33bw,31,train,1,2
3258,case33bw,23,train,1,0
3259,case33bw,23,train,1,0
3260,case33bw,7,selection,1,-1
3261,case33bw,57,train,1,2
3262,case33bw,58,test,1,-1
3263,case33bw,50,train,1,0
3264,case33bw,9,train,1,2
3265,case33bw,42,calibration,1,-1
3266,case33bw,0,train,1,0
3267,case33bw,49,train,1,0
3268,case33bw,45,train,1,0
3269,case33bw,21,train,1,0
3270,case33bw,2,train,1,0
3271,case33bw,42,calibration,1,-1
3272,case33bw,33,calibration,1,-1
3273,case33bw,37,train,1,2
3274,case33bw,55,train,1,1
3275,case33bw,0,train,1,0
3276,case33bw,33,calibration,1,-1
3277,case33bw,36,calibration,1,-1
3278,case33bw,5,test,1,-1
3279,case33bw,16,test,1,-1
3280,case33bw,46,train,1,1
3281,case33bw,46,train,1,1
3282,case33bw,49,train,1,0
3283,case33bw,39,test,1,-1
3284,case33bw,57,train,1,2
3285,case33bw,41,calibration,1,-1
3286,case33bw,6,train,1,1
3287,case33bw,45,train,1,0
3288,case33bw,36,calibration,1,-1
3289,case33bw,23,train,1,0
3290,case33bw,17,test,1,-1
3291,case33bw,9,train,1,2
3292,case33bw,9,train,1,2
3293,case33bw,48,train,1,0
3294,case33bw,21,train,1,0
3295,case33bw,18,train,1,0
3296,case33bw,0,train,1,0
3297,case33bw,35,train,1,2
3298,case33bw,34,train,1,2
3299,case33bw,47,train,1,2
3300,case33bw,12,selection,1,-1
3301,case33bw,14,train,1,1
3302,case33bw,34,train,1,2
3303,case33bw,58,test,1,-1
3304,case33bw,27,calibration,1,-1
3305,case33bw,51,train,1,2
3306,case33bw,18,train,1,0
3307,case33bw,59,selection,1,-1
3308,case33bw,38,train,1,1
3309,case33bw,29,calibration,1,-1
3310,case33bw,5,test,1,-1
3311,case33bw,32,train,1,0
3312,case33bw,28,calibration,1,-1
3313,case33bw,52,test,1,-1
3314,case33bw,32,train,1,0
3315,case33bw,9,train,1,2
3316,case33bw,25,test,1,-1
3317,case33bw,46,train,1,1
3318,case33bw,27,calibration,1,-1
3319,case33bw,35,train,1,2
3320,case33bw,57,train,1,2
3321,case33bw,30,train,1,2
3322,case33bw,30,train,1,2
3323,case33bw,50,train,1,0
3324,case33bw,57,train,1,2
3325,case33bw,18,train,1,0
3326,case33bw,16,test,1,-1
3327,case33bw,51,train,1,2
3328,case33bw,5,test,1,-1
3329,case33bw,17,test,1,-1
3330,case33bw,6,train,1,1
3331,case33bw,3,train,1,1
3332,case33bw,11,calibration,1,-1
3333,case33bw,58,test,1,-1
3334,case33bw,39,test,1,-1
3335,case33bw,53,selection,1,-1
3336,case33bw,22,test,1,-1
3337,case33bw,4,selection,1,-1
3338,case33bw,12,selection,1,-1
3339,case33bw,57,train,1,2
3340,case33bw,10,train,1,1
3341,case33bw,21,train,1,0
3342,case33bw,3,train,1,1
3343,case33bw,1,train,1,1
3344,case33bw,54,train,1,2
3345,case33bw,23,train,1,0
3346,case33bw,29,calibration,1,-1
3347,case33bw,38,train,1,1
3348,case33bw,20,selection,1,-1
3349,case33bw,53,selection,1,-1
3350,case33bw,22,test,1,-1
3351,case33bw,9,train,1,2
3352,case33bw,24,train,1,2
3353,case33bw,52,test,1,-1
3354,case33bw,17,test,1,-1
3355,case33bw,54,train,1,2
3356,case33bw,58,test,1,-1
3357,case33bw,36,calibration,1,-1
3358,case33bw,19,test,1,-1
3359,case33bw,23,train,1,0
3360,case33bw,39,test,1,-1
